DOEID,REGIONC,TYPEHUQ,YEARMADERANGE,TOTSQFT_EN,WALLTYPE,ROOFTYPE,ADQINSUL,HHSEX,HHAGE,EMPLOYHH,MONEYPY,KWH,NWEIGHT
108486,MIDWEST,2,6,1550,3,5,2,2,58,1,15,18864,1053.570435
108487,SOUTH,2,1,1200,2,5,2,1,27,1,14,14911,4529.175771
108488,NORTHEAST,2,2,1440,2,5,2,2,45,1,15,6806.61,3949.166749
108489,NORTHEAST,2,5,3000,2,5,1,1,82,2,16,19975.16,4135.062255
108490,NORTHEAST,2,6,4200,2,5,2,2,62,3,15,12098.85,3225.315849
108491,WEST,2,6,1820,1,5,2,1,69,3,9,5378.52,5729.71373
108492,SOUTH,2,2,2900,1,5,3,1,71,3,14,32808.06,8558.037351
108493,WEST,2,4,4670,2,5,2,1,74,3,15,11244.88,5401.50551
108494,WEST,5,5,900,3,-2,2,1,70,3,8,3382.88,19929.08756
108495,MIDWEST,2,4,2010,3,5,2,1,33,1,15,4836.64,1655.444965
108496,NORTHEAST,2,7,2000,3,5,1,1,45,1,16,13673.7,3958.997418
108497,WEST,5,9,700,2,-2,2,1,25,1,16,3752.87,6472.584269
108498,SOUTH,2,6,2220,2,5,1,1,55,1,12,13506.64,5355.654397
108499,NORTHEAST,2,1,2540,3,5,2,1,47,2,16,8528.41,7696.298177
108500,WEST,2,4,2400,7,5,2,2,71,2,13,21823.69,4591.350786
108501,MIDWEST,2,4,2700,3,5,2,1,80,3,12,6361.78,11063.00762
108502,WEST,2,3,1600,4,5,2,1,26,1,16,9459.99,14428.90897
108503,MIDWEST,2,7,5990,3,5,1,1,72,3,6,17146.38,3357.931363
108504,SOUTH,2,5,820,2,5,2,1,63,1,13,10474.44,8887.035042
108505,WEST,2,9,1330,4,5,1,1,55,4,16,4260.8,2146.843024
108506,NORTHEAST,2,1,1500,3,3,3,1,56,2,11,9155.75,10547.02492
108507,SOUTH,2,2,3250,1,3,1,1,75,3,9,23258.51,7048.08779
108508,WEST,2,7,2890,3,5,1,1,79,3,13,5743.44,1073.587266
108509,NORTHEAST,2,1,3010,1,3,2,1,43,1,8,5911.81,7902.036714
108510,NORTHEAST,2,1,1240,3,5,1,1,81,3,12,3401.79,7872.735581
108511,WEST,2,1,1000,2,5,4,2,72,3,13,1115.41,1944.986206
108512,MIDWEST,2,1,2190,3,3,2,2,69,1,13,9009.21,4337.798164
108513,NORTHEAST,2,2,410,5,5,3,1,62,1,11,5478.69,4416.138832
108514,SOUTH,2,6,1890,1,5,1,1,79,3,13,12504.72,5583.469482
108515,NORTHEAST,2,2,1940,3,5,1,2,70,3,9,8446.9,8344.298227
108516,NORTHEAST,2,1,1560,3,5,2,1,51,1,15,4222.56,5566.654658
108517,WEST,2,4,2200,3,5,2,1,67,3,11,6452.73,5569.613031
108518,SOUTH,5,5,540,3,-2,3,1,81,3,6,6035.19,3714.85292
108519,MIDWEST,2,1,1800,3,5,2,2,57,1,14,13129.63,7145.109026
108520,WEST,4,8,1200,4,1,2,2,23,1,8,8801.18,13783.97398
108521,SOUTH,2,7,4800,5,5,1,1,77,3,16,13823.42,1899.814722
108522,SOUTH,2,5,1100,1,5,3,1,29,4,8,13446.43,9812.389385
108523,MIDWEST,2,8,2600,3,5,2,1,46,1,16,11219.58,809.6755349
108524,WEST,5,3,900,2,-2,2,1,48,2,8,7309.11,6706.586731
108525,SOUTH,2,3,1960,3,5,2,2,81,3,13,9469.5,3031.425764
108526,NORTHEAST,2,4,2390,3,5,2,1,65,3,8,3893.82,3615.249615
108527,WEST,2,1,3000,3,5,1,2,69,3,15,13849.24,2162.415111
108528,MIDWEST,2,6,7400,3,5,1,1,50,2,16,19979.9,2058.239408
108529,WEST,3,6,1400,3,5,2,1,23,1,8,5342.45,2291.006709
108530,NORTHEAST,2,5,2160,2,5,1,1,19,2,9,4516.91,2244.22398
108531,WEST,2,6,1130,3,5,3,2,29,1,9,8385.05,5080.441549
108532,MIDWEST,3,3,3150,1,5,2,2,64,3,11,12260.44,6104.88796
108533,MIDWEST,2,4,2430,2,5,2,2,25,4,13,6801,843.6836514
108534,SOUTH,3,2,1170,1,5,3,1,74,3,8,3486.44,2864.86504
108535,NORTHEAST,5,9,840,3,-2,1,2,33,1,16,6084.75,2412.873718
108536,MIDWEST,5,1,2200,3,-2,2,2,33,1,16,17205.47,11215.8986
108537,WEST,2,7,4530,3,5,2,2,49,2,12,12098.3,4151.949508
108538,SOUTH,2,5,1370,1,5,3,1,36,4,7,12022.03,3393.03714
108539,MIDWEST,4,1,680,1,5,1,2,68,3,5,2648.42,10197.92116
108540,WEST,2,4,1850,2,5,2,2,30,1,14,8339.87,11607.2061
108541,SOUTH,4,7,600,1,5,1,2,28,4,3,5160.29,9012.297146
108542,MIDWEST,2,7,3550,3,5,1,2,56,1,15,24021.21,6075.439247
108543,NORTHEAST,2,1,1850,6,5,3,1,50,1,13,2806.76,10706.87724
108544,SOUTH,2,7,3500,1,3,2,2,70,2,15,17251.81,3939.691719
108545,NORTHEAST,2,2,2900,1,5,2,2,69,3,12,8987.13,7359.004276
108546,NORTHEAST,2,3,1280,5,5,2,1,57,1,15,4733.46,4069.658612
108547,SOUTH,2,7,2350,1,5,2,2,73,3,9,25953.46,5182.942933
108548,MIDWEST,2,9,1450,3,3,1,1,66,3,9,7710.84,6912.892654
108549,MIDWEST,5,7,780,3,-2,2,1,28,1,13,11166.79,1867.642315
108550,MIDWEST,2,5,2600,1,5,2,1,70,3,12,7067.6,8884.387909
108551,SOUTH,1,5,1200,3,5,3,1,63,3,4,14167.33,6880.409454
108552,WEST,2,7,1890,4,5,1,1,40,1,14,14862.48,11978.50112
108553,SOUTH,2,6,2000,3,5,2,2,60,1,15,10024.64,6195.36281
108554,WEST,3,9,1140,4,1,2,1,55,1,12,9725.61,2163.027388
108555,SOUTH,2,5,4500,1,5,2,2,67,3,16,29834.08,7728.268683
108556,SOUTH,2,3,3420,1,5,2,2,59,1,15,16788.48,3570.77382
108557,WEST,2,7,1100,3,5,2,1,60,3,7,9174.21,1148.534601
108558,MIDWEST,2,5,980,3,5,1,1,30,1,14,3885.18,1513.902235
108559,MIDWEST,3,7,2440,3,5,2,1,79,3,7,3622.66,3598.671902
108560,MIDWEST,2,5,2000,3,5,2,1,62,1,15,13864.38,6028.283593
108561,MIDWEST,3,7,1800,3,5,3,1,38,4,10,21232.49,848.6614815
108562,WEST,3,5,1450,1,1,1,1,53,1,7,8089.84,10199.94224
108563,WEST,2,6,1300,2,5,2,2,47,1,16,15209.19,887.4716151
108564,MIDWEST,2,4,2680,1,5,2,1,45,1,14,27833.57,5262.016263
108565,WEST,2,2,350,4,5,1,2,45,1,15,5794.56,13974.17757
108566,SOUTH,2,3,1500,1,5,2,2,37,1,13,7186.8,10657.0753
108567,WEST,2,8,3000,3,5,1,1,35,1,16,5020.94,2048.947211
108568,NORTHEAST,5,1,2380,1,-2,2,1,90,3,5,9596.59,5205.421792
108569,MIDWEST,2,5,3680,3,2,2,1,66,3,14,10460.72,6194.062636
108570,NORTHEAST,2,7,4200,3,5,1,1,47,2,16,10954.68,3619.697443
108571,NORTHEAST,2,7,4800,3,5,1,2,58,1,14,22821.56,7148.969012
108572,WEST,3,6,1240,4,1,2,1,47,4,11,9793.62,2690.154907
108573,WEST,5,4,680,4,-2,4,2,67,3,13,1154.08,12685.55729
108574,MIDWEST,2,7,5300,3,5,3,2,44,1,16,17054.79,6513.948649
108575,MIDWEST,2,2,2000,5,5,2,1,61,3,6,4080.66,6344.51044
108576,MIDWEST,2,5,2450,3,5,2,2,85,3,14,10363.59,758.494367
108577,SOUTH,5,7,1490,4,-2,3,1,38,1,11,9564.84,13894.7372
108578,MIDWEST,1,4,1300,3,5,2,1,64,2,9,12835.22,5495.822938
108579,WEST,3,6,2580,4,5,1,1,38,1,5,11064.9,5926.668378
108580,SOUTH,1,3,800,3,3,3,1,30,4,6,15279.72,8340.459189
108581,NORTHEAST,2,3,4000,1,5,1,1,79,3,6,14545.9,6260.623374
108582,SOUTH,2,7,1500,1,5,2,1,56,1,15,7674.36,3997.841155
108583,SOUTH,2,5,2850,3,5,2,2,67,2,15,9726.31,7684.982452
108584,MIDWEST,5,7,970,2,-2,1,2,53,1,13,6191.47,6590.485711
108585,MIDWEST,2,4,840,2,3,3,2,54,4,6,7572.21,5979.830148
108586,MIDWEST,2,4,1810,3,5,2,1,70,3,11,16836.99,5656.933588
108587,NORTHEAST,2,5,2810,3,5,2,2,70,3,16,16507.22,5400.023586
108588,MIDWEST,2,4,1250,3,5,2,2,29,1,16,7432.86,6516.563684
108589,SOUTH,2,7,1500,1,5,1,1,76,3,14,9712.62,6606.450893
108590,NORTHEAST,3,1,1700,3,5,4,2,58,3,11,3041.8,10771.36649
108591,MIDWEST,2,6,3600,3,5,1,1,72,3,15,23702.51,10651.79403
108592,NORTHEAST,2,3,2330,3,5,1,1,51,1,16,14152.26,7950.004986
108593,WEST,1,3,1060,3,5,3,1,79,3,4,8160.63,6233.748747
108594,MIDWEST,2,1,1650,2,5,2,2,71,3,11,10205.34,6981.451667
108595,NORTHEAST,4,4,950,3,5,3,1,40,1,9,19205.94,7623.920053
108596,NORTHEAST,2,5,2780,2,5,1,2,50,1,16,9741.41,4675.056861
108597,SOUTH,2,4,1780,1,3,1,2,31,1,16,15941.78,4227.684971
108598,MIDWEST,2,8,2100,3,5,1,1,63,1,16,13439.5,5731.990437
108599,SOUTH,2,8,1450,1,5,1,2,28,1,16,7581.04,3023.201188
108600,SOUTH,2,5,4000,3,5,2,2,60,1,16,63049.55,3454.143215
108601,SOUTH,2,3,1450,2,5,1,1,79,3,11,15819.55,9446.992303
108602,MIDWEST,4,3,800,3,5,2,1,60,3,11,11769.54,11626.12431
108603,MIDWEST,2,1,610,3,5,3,1,56,1,7,2445.24,5854.990599
108604,NORTHEAST,5,8,800,99,-2,1,1,43,1,16,9529.15,7366.402075
108605,MIDWEST,2,7,3200,1,5,2,1,66,3,13,10217.75,5926.000639
108606,MIDWEST,2,7,2050,3,5,2,1,63,1,16,10087.17,1439.311869
108607,SOUTH,2,1,2650,2,5,2,2,48,1,13,9042.99,3494.875019
108608,WEST,3,4,900,2,2,2,1,30,2,5,16456.21,578.5425442
108609,SOUTH,2,2,2530,3,5,2,1,63,4,2,9277.56,3764.902865
108610,MIDWEST,2,4,2640,2,5,2,1,63,1,11,4029.35,6727.546331
108611,SOUTH,2,4,1510,1,5,1,1,80,3,11,14998.33,12690.77287
108612,SOUTH,2,5,2400,1,5,2,2,63,3,14,8559.6,5263.6719
108613,MIDWEST,3,7,1300,3,5,2,2,61,4,11,4299.49,3592.076605
108614,NORTHEAST,2,5,2400,2,5,2,2,60,1,15,11470.71,3391.84199
108615,SOUTH,3,5,1600,1,2,2,2,61,1,16,25747.01,4624.249881
108616,WEST,2,1,2000,2,2,2,1,73,3,6,9655.8,12130.91628
108617,SOUTH,5,9,1130,6,-2,1,2,25,4,10,8805.45,10775.12769
108618,SOUTH,2,5,1900,1,5,2,2,90,3,8,12327,7627.168599
108619,NORTHEAST,2,3,1370,2,5,1,1,62,3,7,7443.37,5735.790156
108620,WEST,2,6,1400,3,3,2,2,76,3,12,4961.53,2282.186398
108621,WEST,1,6,1080,2,3,2,2,46,1,14,10072.62,6500.656525
108622,MIDWEST,2,1,2400,2,5,2,1,24,1,12,12796.65,7159.863407
108623,NORTHEAST,2,1,2250,99,5,4,1,73,4,3,3118.88,5885.330883
108624,WEST,2,4,1460,3,3,2,2,48,1,13,5653.37,752.6515201
108625,MIDWEST,2,9,2000,3,5,2,2,63,3,16,22738.16,4422.170541
108626,SOUTH,2,9,1600,1,5,1,1,26,1,13,10214.01,8686.744323
108627,SOUTH,2,8,4060,1,5,1,2,48,1,16,19980.58,4467.912726
108628,WEST,2,5,1350,3,2,2,2,52,2,15,11049.09,4878.251133
108629,SOUTH,2,5,2500,3,5,2,1,61,3,15,20521.15,6117.423955
108630,SOUTH,4,6,770,4,5,2,2,77,3,9,3471.8,9812.884615
108631,WEST,2,6,780,1,5,2,1,35,1,14,9547.34,2340.622036
108632,MIDWEST,1,4,980,3,2,3,2,33,1,13,7246.23,6028.863379
108633,WEST,2,6,780,4,1,2,1,77,3,12,7982.98,5130.485944
108634,WEST,2,7,2040,3,5,1,2,68,3,8,5025.94,754.1355499
108635,NORTHEAST,2,2,1750,3,5,1,1,51,1,14,6421.44,5898.012624
108636,SOUTH,2,2,2600,1,5,2,1,35,1,15,15621.82,8749.722858
108637,NORTHEAST,4,2,1100,3,99,3,2,63,4,1,22036.96,12223.37881
108638,SOUTH,5,2,890,1,-2,3,1,45,1,11,7540.54,11800.2749
108639,NORTHEAST,1,7,1930,3,5,1,2,55,1,5,22244.19,7969.721222
108640,WEST,2,4,1520,2,3,4,1,45,1,11,10020.53,1311.79782
108641,SOUTH,5,1,420,1,-2,4,1,54,4,4,7276.67,9403.747957
108642,MIDWEST,2,4,2300,3,5,1,2,36,1,12,4812.23,1749.747246
108643,SOUTH,2,4,2700,7,6,1,2,67,1,16,32640.43,10394.88101
108644,SOUTH,2,6,2100,7,5,2,1,38,2,16,21173.16,9884.939159
108645,WEST,5,3,1140,2,-2,2,2,45,1,16,3023.74,13127.18953
108646,WEST,2,3,1450,4,5,2,1,37,1,16,2602.09,14555.91066
108647,NORTHEAST,2,1,2250,3,5,3,2,61,3,16,2933.95,11402.80833
108648,MIDWEST,5,1,1680,1,-2,2,1,34,1,16,4746.49,14507.68729
108649,NORTHEAST,2,6,2350,3,5,2,1,48,1,15,6778.25,3512.368346
108650,WEST,3,9,1800,3,5,2,2,24,1,12,3125.52,5677.750236
108651,MIDWEST,2,7,2210,3,5,1,2,53,1,16,28215.69,5282.609896
108652,SOUTH,2,1,1040,3,5,2,2,86,3,6,10491.29,8426.158847
108653,NORTHEAST,2,4,4950,3,5,2,1,56,1,16,27143.73,5894.834055
108654,SOUTH,2,1,2400,3,3,2,2,57,3,13,10166.31,8749.08926
108655,SOUTH,2,6,2400,3,5,1,2,32,1,9,14300.58,5571.369326
108656,NORTHEAST,5,8,1700,7,-2,1,2,49,1,16,13334.64,6639.375227
108657,SOUTH,2,7,1150,1,5,2,1,50,1,12,7334.2,11742.29171
108658,WEST,5,4,1110,7,-2,3,1,60,1,10,7206,9558.791092
108659,WEST,2,2,2150,4,5,3,2,79,3,15,8736.3,8378.91991
108660,MIDWEST,5,7,1200,1,-2,2,1,32,4,3,14284.46,8638.815922
108661,MIDWEST,2,8,3950,3,5,1,2,55,1,16,36957.36,859.4134737
108662,WEST,2,8,3950,2,5,1,2,31,1,1,9568.36,628.9427112
108663,WEST,2,9,2100,3,5,2,1,71,3,10,5225.52,2079.130952
108664,WEST,2,5,3200,2,3,1,1,83,3,11,6560.84,756.9913202
108665,MIDWEST,2,1,1800,3,5,3,2,61,1,12,8199.56,9210.598637
108666,SOUTH,2,2,1080,3,5,3,2,66,1,13,5382.85,11825.37855
108667,WEST,2,1,1080,2,5,2,2,73,1,15,3024.25,5418.015134
108668,NORTHEAST,2,7,2650,3,5,2,1,73,3,8,7114.59,4960.963851
108669,MIDWEST,2,9,4200,3,3,1,2,86,3,16,15698.36,865.3119435
108670,MIDWEST,5,5,900,1,-2,4,1,60,3,12,6839.84,9476.905953
108671,MIDWEST,5,4,850,3,-2,2,1,88,3,7,2766.87,5987.852822
108672,SOUTH,2,6,2200,7,1,1,1,71,3,7,17689.83,10682.27034
108673,SOUTH,2,1,1980,3,5,1,1,69,3,6,8509.7,3693.989775
108674,SOUTH,2,3,1200,6,5,1,1,62,3,9,5201,4415.479056
108675,WEST,2,3,1990,4,5,2,1,60,1,16,8056.4,11244.53684
108676,SOUTH,2,7,1200,3,2,2,1,42,2,13,10242.39,3216.936216
108677,NORTHEAST,2,4,2310,3,5,2,2,59,3,13,14673.03,2048.313987
108678,SOUTH,2,4,2170,3,5,1,1,62,1,15,11817.23,6465.561271
108679,NORTHEAST,2,3,2240,3,5,2,1,46,2,13,12609.75,4185.080346
108680,SOUTH,3,7,1750,7,5,1,1,43,4,1,20245.41,9625.026251
108681,WEST,5,8,900,2,-2,2,1,29,2,10,2816.74,7566.27152
108682,MIDWEST,2,7,2200,3,5,2,1,32,1,16,14261.51,730.4846162
108683,NORTHEAST,2,3,2850,3,5,1,1,67,2,12,14210.98,3952.763375
108684,MIDWEST,2,1,2020,4,5,2,2,81,3,16,7558.06,7249.892868
108685,NORTHEAST,2,2,2490,3,5,3,2,27,3,5,7314.14,4708.36057
108686,MIDWEST,2,1,1160,3,5,2,1,46,1,16,4671.72,7663.352733
108687,WEST,2,9,1980,4,1,1,2,69,3,16,7915.64,3764.268594
108688,SOUTH,2,3,1700,1,2,1,1,76,2,12,13467.68,5383.341561
108689,SOUTH,3,1,570,1,5,2,1,70,3,3,6951.31,9617.232023
108690,MIDWEST,2,8,2600,2,5,1,2,38,1,16,13321.23,1536.627954
108691,WEST,2,6,2500,2,5,2,1,68,3,15,26774.39,2368.752247
108692,SOUTH,1,3,1440,1,3,3,1,72,3,4,17311.73,7758.39036
108693,SOUTH,5,6,1100,6,-2,2,2,60,1,12,5539.15,14135.76397
108694,MIDWEST,2,1,2880,3,5,3,1,39,4,5,18264.18,18092.15097
108695,NORTHEAST,1,4,1020,3,3,3,2,26,1,7,20725.9,9923.165029
108696,WEST,2,3,2800,2,5,1,2,78,3,11,6858.66,6238.544726
108697,MIDWEST,5,8,1330,2,-2,2,2,23,1,9,7040.19,6434.149065
108698,NORTHEAST,5,7,710,2,-2,1,1,84,3,5,4673.84,2712.983465
108699,MIDWEST,3,2,1900,1,5,3,1,40,1,11,9314.31,5851.070041
108700,SOUTH,2,5,2050,1,5,2,2,49,1,16,23367.82,7164.424054
108701,SOUTH,2,2,1200,1,5,2,2,74,4,9,9231.49,13351.01921
108702,WEST,2,2,1060,7,2,3,1,62,2,13,27564.44,8733.932026
108703,WEST,3,6,1240,2,5,1,1,55,2,14,8400.62,9567.152705
108704,WEST,5,6,1340,7,-2,2,1,23,1,2,8120.09,2504.901292
108705,NORTHEAST,2,4,2440,3,5,2,2,73,3,7,3898.49,9101.265506
108706,MIDWEST,4,4,500,3,5,3,2,31,1,11,1298.36,1211.077125
108707,MIDWEST,5,9,1210,3,-2,1,1,26,1,14,13636.85,9380.920481
108708,WEST,2,2,2980,4,5,4,1,67,3,5,3811.6,1367.400891
108709,SOUTH,5,7,600,1,-2,2,2,43,1,10,5595.07,16155.81738
108710,WEST,2,8,4240,3,5,1,2,46,1,16,23728.1,2511.57339
108711,MIDWEST,1,5,920,3,5,3,1,72,3,9,6067.06,9113.720527
108712,WEST,2,7,1600,4,1,1,2,57,1,14,12734.58,5105.748499
108713,SOUTH,1,8,1200,3,5,1,1,48,1,11,17265.77,6777.655503
108714,SOUTH,5,7,1390,1,-2,2,1,71,3,11,7153.49,10830.93749
108715,MIDWEST,2,1,2250,3,5,2,1,67,2,10,2424.9,14901.47511
108716,WEST,2,4,2400,4,1,1,2,81,3,16,6433.73,8722.561267
108717,WEST,2,1,760,2,5,2,2,75,2,14,4340.49,17006.20365
108718,SOUTH,1,6,1000,3,3,2,1,73,2,7,9992.95,5470.962108
108719,NORTHEAST,2,1,2100,3,5,2,1,38,1,14,4457.83,5731.82356
108720,WEST,2,4,1350,3,5,2,2,80,3,15,6044.44,746.0057563
108721,NORTHEAST,5,8,750,3,-2,1,1,76,3,6,3777.25,7157.527461
108722,SOUTH,2,7,5200,1,5,1,2,45,2,14,19008.62,3388.972753
108723,SOUTH,2,9,1060,3,5,2,2,50,1,15,19695.82,5710.725446
108724,NORTHEAST,2,2,1400,2,5,2,2,65,1,12,4514.72,7123.240295
108725,SOUTH,2,2,1900,1,5,2,1,63,3,9,14794.79,9677.344
108726,SOUTH,2,1,4410,3,3,2,2,72,3,13,10791.31,10597.70658
108727,NORTHEAST,3,3,3150,1,5,3,2,74,3,11,17040.28,6451.355956
108728,SOUTH,2,7,1720,6,5,2,2,53,1,13,16829.03,8372.516208
108729,SOUTH,4,5,980,7,1,3,1,41,1,10,14873.54,11007.82174
108730,SOUTH,1,8,1850,3,4,1,1,62,3,15,11125.63,5723.979757
108731,SOUTH,3,1,1150,1,4,2,2,33,1,16,4862,960.4306007
108732,WEST,2,1,1600,4,5,2,2,59,1,10,9620.27,5204.674534
108733,NORTHEAST,2,4,5400,2,5,1,2,83,3,16,12841.59,855.0885405
108734,SOUTH,2,5,1520,3,5,3,1,50,1,9,15759.89,11253.19082
108735,SOUTH,2,4,770,1,5,2,1,61,1,13,7756.11,9205.57872
108736,SOUTH,1,6,1000,3,3,2,2,65,3,9,3356.4,3878.042845
108737,SOUTH,2,5,2850,2,5,1,1,69,3,11,14054.08,6348.286576
108738,NORTHEAST,2,5,2000,3,5,2,1,62,3,13,12606.98,6087.264848
108739,SOUTH,2,1,2150,7,1,2,2,54,1,16,34113.99,12145.07027
108740,SOUTH,5,6,730,7,-2,2,2,73,2,10,4331.03,16732.58355
108741,SOUTH,2,7,3380,3,5,1,2,75,3,15,25138.54,6171.007752
108742,SOUTH,2,4,1200,1,5,2,2,78,3,10,19855.05,8516.964271
108743,WEST,3,6,500,2,5,2,1,73,3,5,3188.12,1339.482558
108744,MIDWEST,2,6,2200,2,5,2,1,54,1,16,7795.3,5116.216037
108745,MIDWEST,2,1,700,3,5,3,1,40,4,10,16758.72,11151.06
108746,SOUTH,4,7,1700,3,5,2,2,29,1,8,9608.49,4282.151599
108747,NORTHEAST,2,5,2250,3,5,3,1,59,2,3,7004.9,2314.2455
108748,WEST,2,8,2750,4,1,1,1,39,4,14,9879.92,7879.74859
108749,WEST,3,5,1500,4,1,2,2,56,1,16,8101.72,5497.620396
108750,WEST,2,1,2410,99,5,2,2,67,3,12,17852.09,7044.691919
108751,NORTHEAST,2,1,2800,3,3,2,1,60,1,13,7061.64,1066.424216
108752,MIDWEST,2,7,2800,3,5,2,1,32,1,13,7097.32,11460.57651
108753,NORTHEAST,4,1,1700,3,5,3,2,28,4,13,3466.37,1550.561851
108754,SOUTH,2,1,2160,1,5,3,2,50,1,16,14298.32,1230.073436
108755,SOUTH,4,7,900,1,5,1,1,45,1,7,11475.12,13091.13716
108756,SOUTH,2,8,2500,3,5,2,1,43,1,16,13543.7,4291.995743
108757,WEST,2,4,2400,3,5,2,2,55,2,13,6077.61,5792.785541
108758,MIDWEST,1,7,1200,3,3,2,1,31,4,8,14568.6,6730.488158
108759,MIDWEST,2,7,3400,2,5,2,2,70,1,16,6492.25,5789.053209
108760,MIDWEST,2,6,1240,3,5,2,2,46,1,16,5271.13,6679.729712
108761,SOUTH,2,2,1200,3,5,2,1,49,1,9,23168.8,7048.30478
108762,MIDWEST,2,4,1650,3,5,2,2,41,2,5,8594.12,7972.076253
108763,SOUTH,2,3,1200,3,5,3,1,57,4,6,7326.99,3831.330565
108764,WEST,3,9,1650,2,5,1,1,56,1,12,14229.75,791.3783485
108765,WEST,2,3,3060,2,5,1,1,52,1,16,10086.94,6375.876331
108766,SOUTH,5,3,840,1,-2,1,2,47,4,1,3587.71,4999.35135
108767,WEST,2,7,2900,4,1,2,1,56,1,15,15415.58,3666.568863
108768,MIDWEST,2,5,4430,2,5,1,2,74,3,14,4166.37,1485.594532
108769,MIDWEST,2,5,4260,3,5,1,2,70,3,9,6404.7,3067.068407
108770,WEST,2,9,2960,2,2,1,1,55,3,9,6755.94,4710.667758
108771,NORTHEAST,2,2,1950,1,5,2,1,35,1,12,8523.2,7770.39098
108772,SOUTH,3,1,1000,3,5,3,1,35,4,3,13121.34,9408.173422
108773,SOUTH,2,6,3600,3,5,1,2,83,3,11,10881.16,2921.894541
108774,SOUTH,2,5,3380,2,5,2,2,81,3,11,17972.35,4174.474838
108775,WEST,2,3,1740,1,5,2,1,33,4,10,16427.9,4918.072675
108776,SOUTH,5,7,1230,1,-2,2,1,28,1,11,8088.92,7053.913516
108777,SOUTH,2,1,1480,3,5,2,1,27,1,14,12188.44,7581.160244
108778,SOUTH,2,2,670,1,5,2,1,49,4,5,5207.8,13882.85275
108779,SOUTH,2,2,1330,1,5,1,2,82,3,10,16385.04,10185.64494
108780,WEST,2,1,900,2,5,4,1,37,1,13,9090.48,2112.842803
108781,NORTHEAST,5,3,1020,1,-2,2,2,49,3,10,3044.89,10331.35452
108782,MIDWEST,3,6,1000,1,5,2,1,54,1,12,5158.83,6122.180884
108783,SOUTH,3,3,300,3,5,1,1,24,1,3,4695.18,3186.126785
108784,MIDWEST,2,6,4200,3,5,1,2,42,2,14,18182.14,10898.32164
108785,MIDWEST,3,5,1880,1,5,2,1,23,1,12,5435.63,4710.189945
108786,MIDWEST,3,5,1530,3,5,1,2,22,4,13,4508.59,4884.146713
108787,WEST,2,5,1400,4,1,3,2,70,3,11,10607.01,6611.222778
108788,SOUTH,2,6,1800,3,5,1,1,37,1,15,1200.71,6486.027281
108789,NORTHEAST,2,5,1140,3,5,1,1,64,4,14,5065.53,2171.716858
108790,MIDWEST,2,6,1950,3,5,2,1,23,1,13,6941.14,8296.005846
108791,MIDWEST,2,2,1200,3,5,2,2,83,3,11,3428.62,12637.45444
108792,SOUTH,1,5,2000,3,2,3,1,44,1,2,32379,5239.16634
108793,SOUTH,2,6,1100,2,2,2,1,33,4,6,22580.76,7032.449901
108794,NORTHEAST,4,1,2430,2,5,1,1,42,4,16,4919.77,4267.224072
108795,WEST,3,7,1700,4,1,2,2,70,3,12,9056,2408.066004
108796,SOUTH,2,3,1750,1,5,2,2,57,1,14,11814.57,7843.224331
108797,SOUTH,3,1,1200,1,5,1,1,38,1,7,25254.79,8230.511541
108798,WEST,2,4,1790,3,5,2,2,55,1,16,9847.47,5792.785541
108799,MIDWEST,4,3,1080,1,4,2,1,53,1,8,7895.57,17353.67021
108800,SOUTH,5,5,1400,4,-2,1,1,69,3,13,5271.53,14044.03327
108801,NORTHEAST,2,4,1540,3,5,1,2,57,1,15,13235.43,6388.696336
108802,NORTHEAST,2,7,1350,3,5,3,1,75,3,10,5260.82,5241.125346
108803,SOUTH,2,7,2400,3,5,2,2,72,3,12,23140.17,8368.316582
108804,MIDWEST,2,8,3500,6,3,1,2,82,1,16,20163.47,6176.574309
108805,MIDWEST,2,6,2600,3,5,1,2,67,3,14,8201.8,7818.847788
108806,SOUTH,2,7,3700,3,5,2,2,64,2,12,23210.89,4365.16781
108807,WEST,2,5,2300,3,5,1,2,59,1,15,7791.46,4358.097865
108808,SOUTH,2,5,2900,2,5,2,2,66,3,10,18188.38,5512.496085
108809,SOUTH,2,1,1000,1,5,2,2,85,3,8,4935.63,3638.277756
108810,WEST,2,3,1500,2,2,2,1,80,3,13,5165.64,1456.724858
108811,WEST,2,5,900,5,5,3,1,55,1,8,8507.36,7126.142828
108812,NORTHEAST,2,2,2000,2,5,2,2,37,1,16,9836.23,1070.388603
108813,SOUTH,5,7,1270,3,-2,2,1,25,4,12,20896.94,5377.748348
108814,WEST,5,3,820,4,-2,3,1,30,2,11,1796.87,14670.61115
108815,MIDWEST,3,7,2500,1,5,1,1,46,1,16,9599.81,3590.718682
108816,MIDWEST,3,8,1150,3,5,3,1,43,1,13,16508.39,577.3137662
108817,MIDWEST,2,6,1500,3,5,2,2,43,1,15,13926.69,13038.37022
108818,WEST,2,2,4600,4,5,3,1,77,3,14,3569.16,8522.889264
108819,SOUTH,4,5,750,1,5,1,1,29,4,1,7914.68,10207.44998
108820,WEST,5,1,700,2,-2,3,1,42,1,16,3416.05,15907.6774
108821,SOUTH,2,4,2000,1,5,2,1,56,1,12,17550.73,5366.56559
108822,NORTHEAST,2,9,1950,3,5,1,2,54,1,15,1941.84,1937.559832
108823,WEST,2,6,2440,4,1,2,2,54,1,16,5680.25,9401.451111
