DOEID,REGIONC,TYPEHUQ,YEARMADERANGE,TOTSQFT_EN,WALLTYPE,ROOFTYPE,ADQINSUL,HHSEX,HHAGE,EMPLOYHH,MONEYPY,KWH,NWEIGHT
108148,SOUTH,2,6,1060,3,5,2,1,66,3,7,7021.08,12136.78376
108149,SOUTH,3,2,1880,1,5,2,1,57,1,9,11543.62,5725.268843
108150,NORTHEAST,4,1,1000,3,5,3,2,35,2,16,3557.66,7591.498556
108151,SOUTH,3,9,3280,3,5,1,1,38,1,15,8801.55,5364.067971
108152,WEST,2,1,3250,3,5,2,2,78,3,15,13131.45,5914.269076
108153,MIDWEST,2,6,2000,3,5,2,2,64,3,14,5976.41,10168.15395
108154,SOUTH,2,2,3300,1,5,1,1,90,4,14,14079.55,5847.738681
108155,WEST,2,8,930,3,5,1,2,32,2,5,15323.01,2798.598614
108156,NORTHEAST,2,5,1500,1,5,1,1,60,2,13,9244.24,7748.812974
108157,NORTHEAST,2,1,3260,1,5,1,1,54,1,15,8772.43,8751.651603
108158,SOUTH,1,7,2800,3,3,2,1,47,1,7,12836.19,6726.875933
108159,WEST,2,8,3700,7,5,1,1,47,1,16,13131.81,5163.659297
108160,SOUTH,2,6,2300,3,5,2,2,49,1,14,21839.3,9489.568092
108161,SOUTH,2,7,1200,3,5,2,2,50,3,14,12338.1,9622.230443
108162,WEST,2,4,980,2,3,2,2,68,3,13,8863.1,2337.110339
108163,NORTHEAST,2,1,2130,3,5,3,2,58,1,15,8323.87,4259.540117
108164,WEST,2,7,3300,4,1,1,2,77,3,14,19723.26,3824.518382
108165,WEST,1,3,1500,3,3,1,1,65,2,11,3608.46,9238.14794
108166,SOUTH,1,2,1800,1,5,3,1,85,3,2,8964.96,8009.260158
108167,NORTHEAST,2,1,2500,3,5,2,2,80,3,16,11663.18,6102.885303
108168,NORTHEAST,2,1,2700,2,5,2,1,38,1,15,7473.58,2796.519324
108169,SOUTH,1,7,2100,1,4,2,2,64,3,11,23817.92,3839.440738
108170,NORTHEAST,2,2,3200,3,3,2,1,88,3,9,5586.75,9104.154448
108171,WEST,2,6,2800,4,1,1,1,70,2,10,15367.06,10573.8348
108172,SOUTH,2,7,5130,1,5,1,1,43,1,16,11922.63,8403.16201
108173,WEST,2,4,3490,1,2,2,1,44,1,15,22180.1,5205.535684
108174,SOUTH,5,1,1800,1,-2,2,2,68,1,16,9186.2,1722.982274
108175,MIDWEST,2,8,3130,3,5,1,1,30,4,16,13093.02,5731.990437
108176,MIDWEST,5,9,560,3,-2,1,2,67,3,15,2656.61,10547.34639
108177,MIDWEST,2,1,2400,3,5,2,2,69,3,13,8315.99,6492.655309
108178,WEST,2,5,2900,1,1,2,1,51,2,16,30809.04,4545.944079
108179,MIDWEST,2,3,3000,1,5,1,2,69,3,10,6900.1,7789.725416
108180,MIDWEST,2,2,1470,3,5,2,2,75,3,7,8782.34,4473.761213
108181,SOUTH,2,9,620,1,5,1,1,63,4,1,11118.61,10429.17148
108182,MIDWEST,5,6,760,3,-2,1,1,80,3,7,1748.43,11255.2804
108183,MIDWEST,2,1,2130,3,5,2,2,64,3,5,4624.02,15047.52421
108184,MIDWEST,2,5,1440,2,5,1,2,71,3,13,20897.05,1478.355913
108185,SOUTH,2,6,920,1,5,2,1,69,1,11,17712.58,11954.05965
108186,MIDWEST,2,1,1620,3,5,2,1,30,1,16,4934.53,6812.569894
108187,NORTHEAST,5,4,980,1,-2,4,2,68,3,5,7541.41,1288.348296
108188,MIDWEST,2,5,2720,3,5,1,1,52,1,15,10148.25,4717.059112
108189,WEST,2,2,2000,3,5,2,2,48,1,16,6802.03,5741.631912
108190,MIDWEST,5,9,600,3,-2,2,2,23,1,7,1527.65,1209.237259
108191,MIDWEST,2,3,1060,3,5,3,1,31,1,10,6192.31,16825.25457
108192,NORTHEAST,2,1,1990,2,5,2,1,55,4,12,5678.91,10547.02492
108193,SOUTH,1,6,1700,2,3,2,1,20,2,9,18721.58,5470.962108
108194,MIDWEST,2,2,800,3,5,3,1,60,2,15,6114.41,3596.500813
108195,NORTHEAST,5,4,550,1,-2,2,2,38,4,12,3401.68,10802.85457
108196,WEST,4,9,1000,4,5,2,1,70,3,4,6227.34,15398.20791
108197,SOUTH,1,7,1280,3,3,2,2,49,4,9,9271.32,12137.99153
108198,WEST,3,5,1150,5,5,2,1,45,2,13,4567.65,5490.072237
108199,NORTHEAST,4,3,800,1,1,2,1,43,1,11,10972.95,9014.950673
108200,NORTHEAST,2,3,1530,2,5,2,2,90,3,7,2978.99,3683.356824
108201,SOUTH,2,6,1940,1,5,1,2,69,3,13,14789.28,6843.117261
108202,WEST,2,6,2000,3,5,2,2,72,3,8,8721.04,2618.022496
108203,MIDWEST,3,4,1100,3,5,2,2,48,1,12,16483.56,2437.531724
108204,MIDWEST,2,1,6410,2,5,2,1,44,2,15,14067.2,14629.26825
108205,WEST,2,6,1200,3,5,2,1,49,3,11,7074.14,4899.658722
108206,SOUTH,3,7,1450,3,5,1,2,80,3,15,11193.3,4880.936855
108207,WEST,2,8,1800,4,1,1,2,40,1,12,10773.87,4392.83728
108208,WEST,2,5,3880,3,2,2,1,65,2,13,6674.29,1960.838826
108209,NORTHEAST,5,3,700,1,-2,2,1,58,2,15,2833.28,10563.64775
108210,MIDWEST,2,4,1250,1,5,2,1,68,3,14,5928.18,6284.575474
108211,MIDWEST,2,7,4850,3,5,1,2,56,1,16,6526.98,724.447027
108212,NORTHEAST,2,3,3600,3,5,2,2,79,3,14,9897.07,6612.733982
108213,WEST,3,4,1700,3,2,3,1,52,1,15,9303.34,969.9960919
108214,WEST,2,8,2710,3,5,2,2,42,1,16,11450.44,4858.225366
108215,SOUTH,2,7,1550,3,5,2,1,53,1,14,15382.63,5697.722472
108216,MIDWEST,2,9,5250,3,4,2,1,52,1,16,11459.99,9256.005428
108217,SOUTH,2,1,2100,1,3,4,1,48,4,8,31175.35,4172.38997
108218,SOUTH,2,4,1150,1,5,2,1,33,4,10,12556.35,9675.228035
108219,NORTHEAST,5,5,1100,1,-2,2,1,43,2,12,10728.5,8356.035265
108220,MIDWEST,5,4,1910,1,-2,3,2,64,2,16,5360.55,8798.404563
108221,NORTHEAST,2,1,2900,3,5,2,1,57,2,14,16670.21,4956.787684
108222,WEST,2,7,2130,3,5,2,1,35,2,13,11669.43,4613.801877
108223,MIDWEST,2,2,2400,7,5,2,2,39,2,14,9714.13,6582.263849
108224,SOUTH,5,1,1130,1,-2,2,2,53,1,16,6813.69,1957.810557
108225,MIDWEST,4,1,1300,4,5,2,1,80,3,9,3821.16,15661.85608
108226,SOUTH,5,7,800,1,-2,2,1,25,4,1,1066.2,3880.249345
108227,SOUTH,5,4,950,4,-2,2,2,39,1,12,8284.95,17553.42621
108228,MIDWEST,2,1,2700,1,5,3,1,37,2,14,4170.13,9688.959757
108229,SOUTH,2,9,2400,3,5,1,1,28,1,15,18125.36,5041.860705
108230,SOUTH,1,6,1400,3,3,2,1,71,3,5,13046.41,11155.43643
108231,SOUTH,3,9,4600,3,5,1,2,42,1,14,8440.6,4535.973584
108232,MIDWEST,2,8,4300,3,5,1,1,58,2,15,10457.28,4708.322915
108233,WEST,2,3,1500,4,5,2,1,55,1,14,8191.88,10260.09483
108234,WEST,2,4,1560,4,5,1,1,65,1,15,3712.84,4719.328978
108235,WEST,1,4,900,3,3,2,1,83,3,3,17301.47,2386.02638
108236,NORTHEAST,2,5,1800,3,5,2,1,55,1,13,6573.09,4027.143718
108237,MIDWEST,3,2,1410,1,5,2,1,71,4,4,9525.17,3140.255673
108238,SOUTH,5,3,850,1,-2,2,2,68,3,13,5652.19,1441.493361
108239,SOUTH,2,1,890,2,3,3,2,72,3,9,5167.86,4475.206065
108240,SOUTH,5,7,800,3,-2,2,1,34,1,10,5101.43,7449.327538
108241,WEST,2,5,2030,4,5,2,2,32,1,16,5211.02,8571.332941
108242,NORTHEAST,2,7,3450,2,5,1,2,71,3,13,4939.36,2530.004356
108243,WEST,2,1,2850,2,5,3,2,70,3,7,7629.69,14616.63964
108244,SOUTH,5,6,1160,4,-2,1,1,67,3,16,4567.49,22358.42641
108245,WEST,5,5,1420,4,-2,2,1,80,3,15,4016.95,16514.0035
108246,MIDWEST,5,3,700,4,-2,2,1,64,3,5,5384.26,10576.61751
108247,SOUTH,2,2,2500,3,5,2,1,48,2,6,11485.69,4486.39284
108248,MIDWEST,1,6,1340,3,5,3,2,55,1,14,7128.44,12773.75475
108249,SOUTH,2,9,3800,1,5,1,2,75,3,10,21268.47,5301.885036
108250,MIDWEST,2,3,2830,3,5,2,2,50,1,14,12236.48,6193.16277
108251,WEST,2,4,3240,4,5,2,2,33,1,16,11270.07,8547.54341
108252,SOUTH,1,3,1000,5,5,2,1,44,4,6,13679.93,16076.83524
108253,MIDWEST,2,3,2100,1,5,1,2,63,1,16,8056.5,8494.980199
108254,MIDWEST,5,5,600,4,-2,1,2,66,3,6,5774.13,14424.72103
108255,SOUTH,2,6,2650,1,5,2,2,36,1,15,21894.04,8991.465793
108256,SOUTH,5,7,680,1,-2,1,1,27,2,10,6736.37,7810.999387
108257,WEST,2,1,2000,2,2,1,1,69,3,5,10095.53,1058.137735
108258,SOUTH,4,5,870,2,5,2,1,33,4,9,11874.04,10413.85625
108259,MIDWEST,3,7,3300,3,5,1,1,69,3,13,7386.21,3787.819648
108260,MIDWEST,2,4,2800,3,5,2,2,47,1,15,12390.2,850.3904456
108261,MIDWEST,2,1,1250,2,2,2,1,82,3,8,11688.97,19643.87631
108262,MIDWEST,2,8,4500,3,5,1,2,52,1,16,11717.68,8531.507179
108263,NORTHEAST,3,8,1580,2,5,1,2,50,4,13,6219.35,4106.936128
108264,SOUTH,1,4,980,3,3,3,1,60,3,7,7368.09,9873.867728
108265,WEST,2,6,2000,4,5,2,1,36,4,15,3617.35,5954.969261
108266,NORTHEAST,2,4,4150,2,5,2,2,39,1,16,8416.65,2471.789204
108267,WEST,2,6,1830,4,1,2,1,66,3,15,6355.9,12369.77361
108268,NORTHEAST,2,3,1400,4,5,2,1,85,3,14,11583.54,6336.53834
108269,NORTHEAST,3,2,1300,3,5,2,1,56,4,2,8110.59,7150.321472
108270,NORTHEAST,2,1,1110,3,5,3,2,46,2,9,6717.72,10547.02492
108271,SOUTH,2,3,510,2,5,3,1,39,1,14,22861.97,9768.963099
108272,SOUTH,2,4,3000,1,5,2,1,90,3,15,13189.67,10280.5499
108273,WEST,4,5,970,4,1,3,1,55,1,13,10576.4,11253.57467
108274,SOUTH,2,2,1020,1,2,1,1,34,4,6,7315.03,12224.16709
108275,NORTHEAST,3,4,3000,2,5,2,2,60,1,16,4515.16,1794.664412
108276,SOUTH,2,7,2270,4,5,2,1,43,1,12,19559.93,10081.89269
108277,WEST,2,1,2070,3,5,3,2,64,1,15,8862.96,6948.698713
108278,SOUTH,4,6,700,3,5,2,1,52,1,9,8665.94,4973.391035
108279,WEST,2,8,1800,4,5,1,1,73,3,12,9866.63,3191.517652
108280,WEST,4,4,850,4,5,2,2,45,1,14,6587.1,13628.71341
108281,WEST,2,5,2500,4,99,2,2,70,3,13,17216.97,4316.778786
108282,SOUTH,2,3,1080,3,5,2,2,49,1,15,13293.86,11257.54234
108283,NORTHEAST,2,4,2920,4,5,3,2,38,1,16,5739.91,5946.987775
108284,MIDWEST,2,1,3200,1,5,3,1,63,1,14,6556.04,5989.212367
108285,WEST,5,1,700,1,-2,3,1,24,1,9,1882.92,7011.178083
108286,SOUTH,2,5,2010,1,5,2,2,19,2,6,12131.19,6905.309231
108287,SOUTH,2,2,520,3,5,2,2,32,1,15,15959,6631.479072
108288,MIDWEST,2,2,1600,1,5,2,2,52,1,13,7607.43,4867.882453
108289,WEST,2,2,1700,4,2,2,2,59,1,15,11105.25,9224.608296
108290,SOUTH,5,5,700,2,-2,2,2,42,1,12,3664.83,16298.25005
108291,SOUTH,2,7,3100,3,5,2,1,88,3,15,16234.66,2122.865168
108292,MIDWEST,2,1,2250,3,5,1,1,71,1,13,4238.18,8259.008417
108293,SOUTH,5,5,700,1,-2,1,1,72,3,6,2882.6,6903.454663
108294,NORTHEAST,3,9,2520,5,5,1,1,79,3,14,4276.73,2962.173941
108295,SOUTH,2,4,2400,1,5,2,2,78,3,14,7085.18,7125.01125
108296,MIDWEST,2,4,2550,3,5,3,1,32,4,6,3666.02,9632.159047
108297,WEST,1,7,1500,3,5,1,1,58,1,12,13546.31,4679.057123
108298,MIDWEST,2,2,2500,3,5,1,1,65,3,9,26676.4,829.8200911
108299,MIDWEST,2,2,1930,3,5,2,1,70,3,9,6001.68,15055.55299
108300,SOUTH,2,4,2900,3,5,1,1,43,1,15,20108.71,10659.80452
108301,WEST,2,2,600,2,5,3,2,51,1,12,13110.98,1921.800299
108302,MIDWEST,2,2,740,4,5,1,2,50,4,1,5130.16,11834.41558
108303,SOUTH,2,5,1580,1,5,2,1,60,3,8,5045.34,11411.6492
108304,SOUTH,2,4,1560,4,5,2,1,59,1,10,12447.14,11157.68792
108305,NORTHEAST,2,5,1200,2,5,2,1,64,2,10,7200.88,3258.109704
108306,MIDWEST,2,2,1900,1,5,2,2,80,3,14,3448.15,12411.34767
108307,NORTHEAST,2,1,1950,3,5,2,1,63,1,15,7404.81,4262.304506
108308,SOUTH,2,5,3000,1,5,1,1,90,3,9,18802.12,8972.822321
108309,NORTHEAST,5,3,1200,1,-2,2,2,82,3,14,2670.38,10059.41519
108310,SOUTH,3,5,1000,1,5,2,2,25,1,12,8262.6,5570.567453
108311,MIDWEST,3,6,1150,3,5,2,2,71,1,11,5258.18,6437.986904
108312,WEST,2,4,2050,4,5,2,2,77,3,15,7322.8,8052.234998
108313,MIDWEST,2,6,7460,2,5,1,2,38,1,16,39329.74,4729.811019
108314,NORTHEAST,2,5,2500,3,5,1,1,49,3,16,19972.96,3723.840748
108315,NORTHEAST,2,4,7960,6,5,1,2,82,3,14,10958.54,5632.497034
108316,SOUTH,2,7,1800,7,5,2,2,61,3,11,19640.12,12152.38244
108317,NORTHEAST,2,2,3600,1,5,2,2,50,2,15,11893.75,7774.687503
108318,WEST,2,9,1880,4,6,1,2,74,3,12,8407.75,4446.098111
108319,MIDWEST,2,7,3680,7,5,2,1,51,2,10,27686.83,11442.92101
108320,MIDWEST,2,2,1400,3,5,2,1,31,1,16,10111.65,10590.15449
108321,SOUTH,1,7,1440,3,3,2,2,49,1,9,20086.54,4997.186687
108322,WEST,2,7,4000,4,5,1,2,66,3,14,10240.7,4297.146164
108323,WEST,2,6,3620,4,1,2,1,68,3,12,8341.05,4850.997956
108324,SOUTH,3,2,1870,5,5,4,2,63,1,10,1199.81,2527.81057
108325,SOUTH,5,6,950,1,-2,2,1,60,2,7,16868.37,16155.68338
108326,MIDWEST,2,3,2700,3,2,2,1,69,3,11,5381.32,6187.999875
108327,WEST,2,7,1850,4,6,1,2,69,3,13,12111.83,4478.772328
108328,SOUTH,2,5,3000,3,5,2,2,71,3,5,12542.39,5796.213658
108329,WEST,2,8,1700,4,6,1,1,68,3,11,3326.73,3818.633086
108330,SOUTH,2,2,5000,3,5,3,2,69,3,11,6949.88,12537.84833
108331,WEST,2,4,2300,4,5,4,2,54,1,15,12261.74,1321.812305
108332,MIDWEST,4,6,960,1,2,2,1,65,1,9,3997.1,16757.02629
108333,MIDWEST,2,5,1270,2,5,2,1,53,1,14,9189.94,4288.340588
108334,NORTHEAST,2,6,4500,7,1,2,2,53,1,16,10249.4,3539.526511
108335,WEST,4,4,1130,4,6,2,1,43,1,16,4105.72,13032.78057
108336,SOUTH,2,7,2720,7,6,2,2,50,1,16,19134.93,9864.941035
108337,NORTHEAST,5,1,590,1,-2,2,1,73,3,9,2462.76,12816.56432
108338,SOUTH,5,8,1180,1,-2,1,2,69,2,14,7448.66,1462.805039
108339,WEST,2,6,2000,2,5,2,2,52,1,16,13567.71,1418.914557
108340,SOUTH,2,2,860,3,3,2,1,51,1,8,7040.16,3715.750681
108341,WEST,2,1,1500,3,3,3,2,65,3,16,11481.92,1337.497775
108342,NORTHEAST,5,2,860,1,-2,2,1,62,4,7,2519.63,13404.62022
108343,MIDWEST,2,5,2600,2,5,2,1,75,3,4,4377.63,7631.975918
108344,NORTHEAST,2,1,15000,6,2,1,1,55,4,16,68241.34,6177.316035
108345,SOUTH,2,1,880,1,5,3,1,23,2,5,12291.98,9697.306624
108346,SOUTH,2,7,2860,1,5,1,2,54,4,7,21033.39,5777.924103
108347,NORTHEAST,5,7,900,2,-2,3,1,26,4,9,3092.14,6366.87508
108348,MIDWEST,2,4,1500,3,5,2,2,71,3,13,6553.48,10349.13565
108349,SOUTH,2,4,3200,3,5,2,2,64,3,10,14182.09,5681.087508
108350,SOUTH,4,5,1140,2,5,2,1,35,2,1,5220.24,9190.592003
108351,WEST,2,7,680,4,5,2,2,59,3,3,1642.82,5713.970011
108352,NORTHEAST,2,7,3380,3,5,1,1,58,1,15,8321.32,2069.908462
108353,WEST,2,1,1200,2,5,2,1,61,4,11,7340.83,2286.348421
108354,MIDWEST,2,7,3000,1,5,3,2,49,4,16,13832.76,7638.962302
108355,SOUTH,2,1,4120,3,5,2,2,87,3,10,20019.68,4377.145524
108356,WEST,2,6,1850,5,3,1,1,60,1,14,7722.92,1201.040708
108357,MIDWEST,3,7,980,3,5,2,1,72,3,10,2926.15,3704.530639
108358,SOUTH,2,2,1560,1,3,1,2,66,1,16,9761.52,10071.53325
108359,SOUTH,2,7,2000,3,6,1,2,43,1,14,7429.73,6977.8389
108360,WEST,1,7,2400,3,5,1,2,49,1,9,4609.63,4135.719685
108361,SOUTH,2,8,1660,1,5,1,2,79,3,10,11722.03,7583.160933
108362,SOUTH,3,1,1980,2,5,3,2,60,4,1,6510.03,10014.14751
108363,NORTHEAST,2,1,1550,3,5,2,1,61,1,16,14896.52,6649.019206
108364,SOUTH,2,4,1900,1,5,1,2,35,1,15,12311.96,11163.96427
108365,WEST,3,5,1500,4,1,3,2,73,3,8,5308.37,1974.601266
108366,SOUTH,2,1,1730,3,5,3,1,55,1,14,18488.44,4352.238149
108367,SOUTH,5,6,750,2,-2,3,2,45,1,14,7550.85,13999.69261
108368,WEST,2,4,3080,3,5,2,1,57,4,11,2266.16,5620.738108
108369,SOUTH,2,6,6480,1,5,1,1,63,1,16,43484.37,4981.447758
108370,MIDWEST,2,1,2110,3,5,2,2,32,1,9,6638.1,11156.26912
108371,MIDWEST,5,5,710,1,-2,1,2,27,4,10,7674.2,7026.259107
108372,WEST,3,4,1400,3,99,2,1,63,1,13,15814.07,3482.829959
108373,SOUTH,2,4,5580,2,5,3,1,69,3,15,15962.5,2076.943979
108374,SOUTH,5,5,1200,3,-2,2,2,56,4,2,5358.84,14272.59532
108375,SOUTH,2,5,1300,1,5,2,1,64,1,11,4112.85,9159.26526
108376,WEST,2,5,2950,4,99,2,2,62,2,15,7728.69,4890.940889
108377,SOUTH,3,5,1130,4,5,1,2,69,3,12,12653.78,10105.83092
108378,NORTHEAST,2,5,1200,3,5,2,2,78,3,11,3413.58,5337.165417
108379,SOUTH,2,7,2200,1,5,1,2,44,1,15,21482.19,4140.458636
108380,SOUTH,2,4,1200,1,5,2,2,21,1,15,14824.1,6569.65578
108381,SOUTH,2,4,1430,2,5,2,2,54,1,13,3105.27,7845.374207
108382,SOUTH,2,7,1300,1,5,1,1,69,3,9,22338.63,3074.054823
108383,MIDWEST,2,6,3130,2,5,1,1,29,1,15,11094.67,5040.672364
108384,NORTHEAST,5,4,950,3,-2,3,2,63,3,7,5052.66,9997.889554
108385,SOUTH,2,9,2270,1,5,1,1,63,4,12,15036.25,5953.368478
108386,NORTHEAST,2,1,3600,3,5,2,2,63,1,15,6122.78,991.8017818
108387,MIDWEST,2,1,2100,3,3,2,2,35,1,13,7653.55,972.1105841
108388,WEST,2,7,1800,1,3,2,1,24,1,3,19341.63,4526.531151
108389,SOUTH,2,7,2020,1,5,1,1,59,1,9,9192.55,4699.199822
108390,WEST,2,5,3240,4,1,3,2,69,3,15,21062.62,4348.50465
108391,WEST,2,2,1050,4,5,4,1,78,3,8,2244.45,13502.06296
108392,MIDWEST,2,5,4000,2,5,1,2,68,1,16,10155.04,7602.442408
108393,MIDWEST,2,8,4650,3,5,1,2,76,3,15,21022.81,1516.666921
108394,NORTHEAST,5,6,630,2,-2,2,1,18,1,7,2648.5,3294.510983
108395,NORTHEAST,2,1,2920,2,3,1,2,46,1,16,14667.11,2855.198505
108396,SOUTH,3,1,1200,1,5,2,1,36,1,14,3693.59,1017.101644
108397,WEST,2,2,310,2,5,4,2,29,1,14,8908.82,11704.12216
108398,MIDWEST,3,8,1370,3,5,2,1,40,2,6,4718.42,1683.655507
108399,NORTHEAST,2,6,3850,2,5,1,2,58,1,16,9074.68,4562.770622
108400,SOUTH,3,1,890,3,4,2,1,26,1,10,12979.95,2643.464412
108401,SOUTH,5,5,1000,3,-2,2,1,30,1,12,8657.97,9207.206072
108402,SOUTH,2,7,950,3,5,2,1,63,2,6,10659.18,7495.628198
108403,MIDWEST,3,7,1710,3,5,3,1,74,3,6,2445.51,5785.519323
108404,SOUTH,3,5,1650,3,5,2,1,34,1,15,15378.48,3524.042741
108405,SOUTH,3,2,4000,4,5,3,2,58,3,12,18640.71,4947.09486
108406,SOUTH,2,3,1200,3,5,1,1,28,1,7,10419.73,5023.445727
108407,SOUTH,5,8,500,1,-2,2,1,59,1,12,4569.33,16928.32097
108408,SOUTH,4,3,600,1,5,2,2,59,1,9,5357.93,7374.099225
108409,SOUTH,2,4,1400,1,5,2,2,37,1,16,6824.87,2410.00774
108410,MIDWEST,3,7,2730,3,5,1,2,57,3,16,5303.6,2815.365524
108411,NORTHEAST,5,1,550,1,-2,3,2,29,1,16,5519.13,11669.87241
108412,WEST,2,5,1500,4,5,2,2,70,3,12,8307.83,3866.381173
108413,WEST,2,3,1530,4,5,3,1,82,3,15,3868.8,9437.856623
108414,MIDWEST,3,7,2350,3,5,2,2,52,1,15,7082.97,2863.349778
108415,NORTHEAST,2,1,3000,1,5,3,2,58,4,13,5005.01,7452.43226
108416,WEST,2,5,3010,4,1,1,2,66,3,12,15116.82,5101.769064
108417,SOUTH,3,8,1330,1,5,1,2,29,1,13,6661.49,4115.39579
108418,MIDWEST,5,2,1400,1,-2,1,1,66,3,11,3142.13,12161.04581
108419,MIDWEST,2,2,2000,1,5,1,2,52,1,11,17709.28,5395.79958
108420,SOUTH,1,7,1400,3,5,1,2,64,2,7,7740.92,9434.613094
108421,SOUTH,2,7,5100,3,5,1,1,62,2,13,4358.21,2220.797025
108422,MIDWEST,2,6,3350,6,5,1,1,60,3,15,19378.21,6649.500401
108423,NORTHEAST,2,1,1800,3,5,2,1,44,2,13,11464.32,11659.72079
108424,WEST,2,1,1300,2,3,2,2,81,3,13,6109.16,11366.00724
108425,NORTHEAST,3,6,1490,2,5,2,2,47,1,16,5715.63,1983.876183
108426,WEST,2,7,1750,3,5,2,1,73,3,10,10772.93,2032.037284
108427,SOUTH,2,8,2000,2,2,1,1,56,4,5,19849.91,4527.125439
108428,SOUTH,2,1,2400,1,5,3,1,67,3,9,8312.03,7338.388261
108429,MIDWEST,2,8,4400,3,5,1,1,71,2,13,20651.51,7729.630058
108430,NORTHEAST,5,6,600,7,-2,2,1,23,1,12,2953.34,11442.40346
108431,NORTHEAST,2,3,870,2,3,3,2,53,2,10,7057.45,8244.898434
108432,WEST,3,4,1800,7,5,2,1,19,4,13,3083.69,8832.536295
108433,NORTHEAST,1,4,1150,2,3,2,1,57,4,1,3788.02,3521.486738
108434,WEST,5,7,900,3,-2,1,2,42,1,1,8310.31,9034.999242
108435,SOUTH,2,7,3200,1,5,1,1,65,2,15,11059.88,3636.179815
108436,MIDWEST,2,7,4790,3,5,1,2,36,1,16,15264.51,3759.694246
108437,WEST,2,6,1010,4,5,3,2,41,4,7,10844.5,14086.8013
108438,SOUTH,2,6,2400,1,5,1,1,35,1,15,21761.29,9281.139326
108439,NORTHEAST,3,4,1140,3,5,1,1,55,2,14,11976.46,5338.565345
108440,SOUTH,2,9,2700,1,5,1,1,41,4,15,17907.63,8103.319374
108441,NORTHEAST,2,4,1750,2,3,1,1,53,4,14,10329.7,2889.245591
108442,NORTHEAST,3,5,2000,5,5,2,2,66,3,12,5101.73,1250.118962
108443,MIDWEST,2,7,2500,3,5,1,2,65,3,11,19217.21,10527.11486
108444,WEST,2,7,2180,4,1,2,1,41,4,15,8570.1,9029.224342
108445,NORTHEAST,2,1,3850,2,5,3,2,41,1,11,8367.29,983.6569507
108446,WEST,5,6,1000,1,-2,2,2,30,1,14,8603,8207.83674
108447,NORTHEAST,1,8,1110,3,5,1,2,78,4,3,2500.91,2032.368953
108448,WEST,5,6,460,3,-2,2,2,49,4,7,4786.44,11712.05616
108449,MIDWEST,4,1,1600,1,5,4,1,85,3,6,6935.32,17982.26629
108450,SOUTH,2,6,1680,3,5,2,1,54,1,15,17268.62,3437.151933
108451,MIDWEST,2,1,2100,1,5,1,1,75,2,11,2319.18,10810.10451
108452,WEST,2,2,1380,2,99,2,1,61,1,16,10777.7,5895.119689
108453,MIDWEST,2,1,2860,3,5,3,1,36,1,12,3980.99,16040.96935
108454,WEST,2,6,2050,2,3,4,1,52,1,15,9516.74,1400.121115
108455,MIDWEST,2,2,630,3,2,4,1,62,3,3,12424.23,9983.5661
108456,SOUTH,5,3,1500,7,-2,2,2,68,3,15,4220.8,7967.947514
108457,SOUTH,2,4,1080,1,3,2,1,76,3,7,7923.37,12677.30164
108458,SOUTH,2,7,5650,6,5,2,2,84,3,16,36530.33,6476.453671
108459,WEST,3,5,1020,4,5,2,1,64,3,12,3878.85,5893.978039
108460,WEST,2,5,1200,4,1,2,2,53,3,15,8449.84,9029.232541
108461,NORTHEAST,2,1,3600,3,5,3,2,46,1,15,4552.01,2272.986477
108462,SOUTH,2,6,3400,1,5,3,2,60,1,15,23238.75,3977.611844
108463,SOUTH,2,3,1100,3,5,2,1,70,3,11,14950.67,8885.500766
108464,SOUTH,2,5,1710,3,3,2,1,50,2,1,17254.06,6151.566059
108465,MIDWEST,3,6,3200,3,5,1,2,52,1,15,10642.93,4526.976761
108466,SOUTH,2,2,3220,1,5,2,1,53,1,14,20608.6,3372.709865
108467,SOUTH,2,5,2850,1,5,2,2,68,3,15,25540.77,5193.854117
108468,WEST,2,2,3390,4,3,2,2,76,2,5,5777.63,4437.561624
108469,SOUTH,2,3,2400,3,5,2,1,27,1,14,5495.13,2665.778733
108470,NORTHEAST,2,7,4300,3,5,2,1,54,2,14,16933.56,4844.197484
108471,MIDWEST,3,9,2000,3,5,2,1,58,2,12,11710.39,521.4671439
108472,WEST,5,4,1000,4,-2,4,2,63,1,13,4956.73,1863.722051
108473,WEST,2,4,1300,2,5,3,2,40,1,15,10206.76,12028.87453
108474,SOUTH,1,4,1200,3,3,2,2,62,3,4,33498.62,9300.678273
108475,WEST,2,3,1800,2,5,4,1,44,1,16,5953.85,2417.924293
108476,NORTHEAST,3,6,1500,3,5,2,2,81,3,13,7732.5,1315.725173
108477,SOUTH,2,9,2240,1,5,1,1,60,4,10,20419.49,7506.727281
108478,WEST,3,5,1060,1,2,3,1,44,4,1,6094.37,688.0809845
108479,NORTHEAST,5,6,880,3,-2,3,1,65,3,11,4266.35,7431.231966
108480,SOUTH,2,8,1460,3,5,1,2,79,3,11,9877.17,6222.080072
108481,MIDWEST,2,7,3100,3,5,2,2,48,1,15,21516.61,1439.311869
108482,SOUTH,2,6,3400,1,5,1,2,50,1,15,18361.61,8450.353284
108483,SOUTH,2,3,1700,1,2,2,2,76,3,8,16621.22,5428.55458
108484,WEST,3,7,850,2,2,1,2,45,1,10,2790,3438.215459
108485,MIDWEST,2,2,1200,3,5,1,1,54,1,13,15778.97,9779.637993
